"Date","Price","Open","High","Low","Vol.","Change %"
"08/12/2025","460.00","460.00","460.00","460.00","895.25K","0.00%"
"08/11/2025","460.00","460.00","460.00","460.00","1.37M","0.00%"
"08/08/2025","460.00","480.00","460.00","460.00","4.24M","-4.17%"
"08/07/2025","480.00","480.00","480.00","480.00","2.48M","0.00%"
"08/06/2025","480.00","480.00","480.00","480.00","3.82M","0.00%"
"08/05/2025","480.00","480.00","480.00","480.00","1.90M","0.00%"
"08/04/2025","480.00","480.00","480.00","480.00","1.50M","0.00%"
"08/01/2025","480.00","472.00","480.00","480.00","1.49M","1.69%"
"07/31/2025","472.00","471.10","495.00","425.00","5.89M","0.19%"
"07/30/2025","471.10","451.60","471.10","471.10","6.99M","4.32%"
"07/29/2025","451.60","410.60","451.60","450.00","8.02M","9.99%"
"07/28/2025","410.60","400.00","410.60","410.20","4.03M","2.65%"
"07/25/2025","400.00","398.00","400.00","398.00","3.44M","1.27%"
"07/24/2025","395.00","400.00","395.00","395.00","1.78M","-1.25%"
"07/23/2025","400.00","400.00","400.00","400.00","839.54K","0.00%"
"07/22/2025","400.00","400.00","400.00","400.00","672.64K","0.00%"
"07/21/2025","400.00","400.00","400.00","400.00","485.00K","0.00%"
"07/18/2025","400.00","400.00","400.00","400.00","235.35K","0.00%"
"07/17/2025","400.00","400.00","400.00","400.00","2.66M","0.00%"
"07/16/2025","400.00","395.00","400.00","400.00","1.91M","1.27%"
"07/14/2025","395.00","395.00","395.00","395.00","854.09K","0.00%"
"07/11/2025","395.00","390.00","395.00","395.00","2.22M","1.28%"
"07/10/2025","390.00","355.00","390.00","364.70","1.74M","9.86%"
"07/09/2025","355.00","355.00","355.00","355.00","1.61M","0.00%"
"07/08/2025","355.00","357.50","355.00","355.00","7.52M","-0.70%"
"07/07/2025","357.50","357.50","357.50","357.50","704.91K","0.00%"
"07/04/2025","357.50","357.50","357.50","357.50","1.58M","0.00%"
"07/03/2025","357.50","357.50","357.50","357.50","571.18K","0.00%"
"07/02/2025","357.50","357.50","357.50","357.50","666.04K","0.00%"
"07/01/2025","357.50","357.50","357.50","357.50","430.13K","0.00%"
"06/30/2025","357.50","357.50","357.50","357.50","498.27K","0.00%"
"06/27/2025","357.50","357.50","357.50","357.50","369.42K","0.00%"
"06/26/2025","357.50","358.00","357.50","357.50","2.14M","-0.14%"
"06/25/2025","358.00","356.20","358.00","358.00","1.07M","0.51%"
"06/24/2025","356.20","352.60","356.20","356.20","2.45M","1.02%"
"06/23/2025","352.60","355.90","352.60","352.60","1.53M","-0.93%"
"06/20/2025","355.90","355.90","355.90","355.90","5.33M","0.00%"
"06/19/2025","355.90","350.00","355.90","355.00","5.81M","1.69%"
"06/18/2025","350.00","334.00","350.00","340.00","2.67M","4.79%"
"06/17/2025","334.00","326.00","334.00","334.00","2.71M","2.45%"
"06/16/2025","326.00","325.00","326.00","325.00","3.54M","0.31%"
"06/13/2025","325.00","320.00","325.00","325.00","1.91M","1.56%"
"06/11/2025","320.00","310.00","320.00","320.00","4.38M","3.23%"
"06/10/2025","310.00","319.20","310.00","310.00","1.40M","-2.88%"
"06/05/2025","319.20","290.20","319.20","298.00","5.62M","9.99%"
"06/04/2025","290.20","290.20","290.20","290.20","1.04M","0.00%"
"06/03/2025","290.20","289.00","290.20","290.20","2.71M","0.42%"
"06/02/2025","289.00","280.10","289.00","289.00","2.17M","3.18%"
"05/30/2025","280.10","275.00","281.10","275.00","14.03M","1.85%"
"05/29/2025","275.00","275.00","275.00","275.00","7.41M","0.00%"
"05/28/2025","275.00","270.00","275.00","275.00","17.68M","1.85%"
"05/27/2025","270.00","270.00","270.00","270.00","1.02M","0.00%"
"05/26/2025","270.00","270.00","270.00","270.00","440.40K","0.00%"
"05/23/2025","270.00","275.00","275.00","270.00","15.87M","-1.82%"
"05/22/2025","275.00","275.00","275.00","275.00","8.59M","0.00%"
"05/21/2025","275.00","275.00","275.00","275.00","763.11K","0.00%"
"05/20/2025","275.00","275.00","275.00","275.00","3.58M","0.00%"
"05/19/2025","275.00","278.00","275.00","275.00","2.03M","-1.08%"
"05/16/2025","278.00","278.00","278.00","278.00","1.95M","0.00%"
"05/15/2025","278.00","278.00","278.00","278.00","12.45M","0.00%"
"05/14/2025","278.00","279.00","279.00","275.00","20.22M","-0.36%"
"05/13/2025","279.00","279.00","279.00","279.00","510.55K","0.00%"
"05/12/2025","279.00","284.90","279.00","279.00","16.10M","-2.07%"
"05/09/2025","284.90","284.90","284.90","284.90","1.40M","0.00%"
"05/08/2025","284.90","284.90","284.90","284.90","2.47M","0.00%"
"05/07/2025","284.90","284.90","284.90","284.90","2.87M","0.00%"
"05/06/2025","284.90","261.00","284.90","280.00","2.44M","9.16%"
"05/05/2025","261.00","255.00","261.00","257.00","3.38M","2.35%"
"05/02/2025","255.00","250.00","255.00","249.00","6.73M","2.00%"
"04/30/2025","250.00","240.00","250.00","245.00","14.69M","4.17%"
"04/29/2025","240.00","255.50","250.00","240.00","86.85M","-6.07%"
"04/28/2025","255.50","255.50","255.50","255.50","2.21M","0.00%"
"04/25/2025","255.50","245.00","259.90","248.00","32.97M","4.29%"
"04/24/2025","245.00","239.00","245.00","243.00","5.85M","2.51%"
"04/23/2025","239.00","242.00","239.30","239.00","10.04M","-1.24%"
"04/22/2025","242.00","242.00","242.00","242.00","473.94K","0.00%"
"04/17/2025","242.00","243.00","242.00","241.90","6.04M","-0.41%"
"04/16/2025","243.00","243.00","243.00","243.00","897.55K","0.00%"
"04/15/2025","243.00","243.40","243.00","240.90","11.30M","-0.16%"
"04/14/2025","243.40","235.00","243.40","243.40","869.96K","3.57%"
"04/11/2025","235.00","245.00","235.00","230.00","5.99M","-4.08%"
"04/10/2025","245.00","245.00","245.00","245.00","6.02M","0.00%"
"04/09/2025","245.00","245.00","245.00","245.00","5.17M","0.00%"
"04/08/2025","245.00","245.00","245.00","245.00","560.14K","0.00%"
"04/07/2025","245.00","245.00","245.00","245.00","847.02K","0.00%"
"04/04/2025","245.00","245.00","245.00","245.00","1.48M","0.00%"
"04/03/2025","245.00","245.00","245.00","245.00","410.05K","0.00%"
"04/02/2025","245.00","245.00","245.00","245.00","5.86M","0.00%"
"03/28/2025","245.00","245.00","245.00","245.00","426.42K","0.00%"
"03/27/2025","245.00","238.40","245.00","244.50","4.10M","2.77%"
"03/26/2025","238.40","245.00","238.40","238.40","2.49M","-2.69%"
"03/25/2025","245.00","245.00","245.00","245.00","1.88M","0.00%"
"03/24/2025","245.00","245.00","245.00","245.00","677.25K","0.00%"
"03/21/2025","245.00","245.00","245.00","245.00","4.40M","0.00%"
"03/20/2025","245.00","245.00","245.00","245.00","477.98K","0.00%"
"03/19/2025","245.00","245.00","245.00","245.00","3.60M","0.00%"
"03/18/2025","245.00","245.00","245.00","245.00","2.09M","0.00%"
"03/17/2025","245.00","245.00","245.00","245.00","5.36M","0.00%"
"03/14/2025","245.00","245.00","245.00","245.00","5.17M","0.00%"
"03/13/2025","245.00","245.00","245.00","245.00","1.11M","0.00%"
"03/12/2025","245.00","245.00","245.80","245.00","10.96M","0.00%"
"03/11/2025","245.00","255.80","245.00","245.00","1.49M","-4.22%"
"03/10/2025","255.80","255.80","255.80","255.80","556.10K","0.00%"
"03/07/2025","255.80","264.20","255.80","247.60","863.12K","-3.18%"
"03/06/2025","264.20","264.20","264.20","264.20","399.27K","0.00%"
"03/05/2025","264.20","264.20","264.20","264.20","1.12M","0.00%"
"03/04/2025","264.20","264.20","264.20","264.20","1.29M","0.00%"
"03/03/2025","264.20","264.20","264.20","264.20","1.10M","0.00%"
"02/28/2025","264.20","264.20","264.20","264.20","2.25M","0.00%"
"02/27/2025","264.20","264.20","264.20","264.20","151.78K","0.00%"
"02/26/2025","264.20","264.20","264.20","264.20","273.18K","0.00%"
"02/25/2025","264.20","264.20","264.20","264.20","872.31K","0.00%"
"02/24/2025","264.20","264.20","264.20","264.20","2.01M","0.00%"
"02/21/2025","264.20","264.20","264.20","264.20","405.98K","0.00%"
"02/20/2025","264.20","264.20","264.20","264.20","231.76K","0.00%"
"02/19/2025","264.20","264.20","264.20","264.20","1.33M","0.00%"
"02/18/2025","264.20","264.20","264.20","264.20","1.21M","0.00%"
"02/17/2025","264.20","264.20","264.20","264.20","1.78M","0.00%"
"02/14/2025","264.20","255.00","264.20","264.20","1.08M","3.61%"
"02/13/2025","255.00","255.00","255.00","255.00","484.22K","0.00%"
"02/12/2025","255.00","255.00","255.00","255.00","1.49M","0.00%"
"02/11/2025","255.00","255.00","255.00","255.00","547.33K","0.00%"
"02/10/2025","255.00","255.00","255.00","255.00","679.13K","0.00%"
"02/07/2025","255.00","255.00","255.00","255.00","629.29K","0.00%"
"02/06/2025","255.00","255.00","255.00","255.00","1.24M","0.00%"
"02/05/2025","255.00","255.00","255.50","255.00","5.46M","0.00%"
"02/04/2025","255.00","253.10","255.00","255.00","1.49M","0.75%"
"02/03/2025","253.10","250.00","254.00","251.00","2.85M","1.24%"
"01/31/2025","250.00","250.00","250.00","250.00","338.74K","0.00%"
"01/30/2025","250.00","250.00","250.00","250.00","1.10M","0.00%"
"01/29/2025","250.00","250.00","250.00","250.00","1.24M","0.00%"
"01/28/2025","250.00","250.00","250.00","250.00","3.46M","0.00%"
"01/27/2025","250.00","247.90","250.00","250.00","2.07M","0.85%"
"01/24/2025","247.90","245.00","247.90","247.90","1.53M","1.18%"
"01/23/2025","245.00","247.00","246.90","240.10","3.41M","-0.81%"
"01/22/2025","247.00","256.30","247.00","247.00","2.14M","-3.63%"
"01/21/2025","256.30","233.00","256.30","256.30","6.52M","10.00%"
"01/20/2025","233.00","233.00","233.00","227.00","3.73M","0.00%"
"01/17/2025","233.00","233.00","233.00","233.00","1.12M","0.00%"
"01/16/2025","233.00","233.00","233.00","233.00","1.92M","0.00%"
"01/15/2025","233.00","233.00","233.00","233.00","1.49M","0.00%"
"01/14/2025","233.00","242.00","233.00","233.00","1.46M","-3.72%"
"01/13/2025","242.00","242.00","242.00","242.00","557.37K","0.00%"
"01/10/2025","242.00","242.00","242.00","242.00","2.28M","0.00%"
"01/09/2025","242.00","220.00","242.00","242.00","4.81M","10.00%"
"01/08/2025","220.00","200.00","220.00","207.00","1.91M","10.00%"
"01/07/2025","200.00","200.00","200.00","200.00","1.15M","0.00%"
"01/06/2025","200.00","200.00","204.80","200.00","1.86M","0.00%"
"01/03/2025","200.00","200.00","200.00","200.00","1.12M","0.00%"
"01/02/2025","200.00","200.00","200.00","200.00","793.99K","0.00%"
"12/31/2024","200.00","207.80","200.90","200.00","1.80M","-3.75%"
"12/30/2024","207.80","194.00","207.80","207.80","3.13M","7.11%"
"12/27/2024","194.00","194.00","194.00","194.00","2.13M","0.00%"
"12/24/2024","194.00","178.00","194.00","194.00","1.58M","8.99%"
"12/23/2024","178.00","175.50","180.00","178.00","3.32M","1.42%"
"12/20/2024","175.50","175.50","175.50","175.50","2.54M","0.00%"
"12/19/2024","175.50","175.00","175.50","175.50","1.38M","0.29%"
"12/18/2024","175.00","175.00","175.00","175.00","1.66M","0.00%"
"12/17/2024","175.00","175.00","175.10","175.00","2.95M","0.00%"
"12/16/2024","175.00","176.00","175.00","175.00","2.74M","-0.57%"
"12/13/2024","176.00","176.00","176.00","176.00","332.15K","0.00%"
"12/12/2024","176.00","176.00","176.00","176.00","350.14K","0.00%"
"12/11/2024","176.00","176.00","176.00","176.00","986.09K","0.00%"
"12/10/2024","176.00","170.10","176.00","175.00","24.68M","3.47%"
"12/09/2024","170.10","170.10","170.10","170.10","621.31K","0.00%"
"12/06/2024","170.10","170.00","170.10","170.10","16.88M","0.06%"
"12/05/2024","170.00","170.00","170.00","170.00","11.65M","0.00%"
"12/04/2024","170.00","170.00","170.00","170.00","1.53M","0.00%"
"12/03/2024","170.00","170.00","170.00","170.00","852.30K","0.00%"
"12/02/2024","170.00","170.00","170.00","170.00","1.05M","0.00%"
"11/29/2024","170.00","170.00","170.00","170.00","397.97K","0.00%"
"11/28/2024","170.00","170.00","170.00","170.00","444.50K","0.00%"
"11/27/2024","170.00","170.00","170.00","170.00","789.73K","0.00%"
"11/26/2024","170.00","172.00","170.00","170.00","4.60M","-1.16%"
"11/25/2024","172.00","172.00","172.00","172.00","864.92K","0.00%"
"11/22/2024","172.00","172.00","172.00","172.00","1.34M","0.00%"
"11/21/2024","172.00","172.00","172.00","172.00","2.00M","0.00%"
"11/20/2024","172.00","172.00","172.30","172.00","904.11K","0.00%"
"11/19/2024","172.00","170.00","172.00","172.00","1.12M","1.18%"
"11/18/2024","170.00","170.00","170.00","170.00","552.39K","0.00%"
"11/15/2024","170.00","170.00","170.00","170.00","396.88K","0.00%"
"11/14/2024","170.00","170.00","170.00","170.00","261.55K","0.00%"
"11/13/2024","170.00","170.00","170.00","170.00","442.79K","0.00%"
"11/12/2024","170.00","169.00","170.00","170.00","3.51M","0.59%"
"11/11/2024","169.00","169.00","169.00","169.00","174.95K","0.00%"
"11/08/2024","169.00","169.70","169.00","169.00","1.03M","-0.41%"
"11/07/2024","169.70","169.70","169.70","169.70","908.86K","0.00%"
"11/06/2024","169.70","169.70","169.70","169.70","409.16K","0.00%"
"11/05/2024","169.70","170.10","170.50","169.70","1.57M","-0.24%"
"11/04/2024","170.10","175.00","170.10","170.10","965.01K","-2.80%"
"11/01/2024","175.00","175.10","176.00","175.00","1.56M","-0.06%"
"10/31/2024","175.10","175.10","175.10","175.10","214.22K","0.00%"
"10/30/2024","175.10","184.00","175.10","175.10","30.76M","-4.84%"
"10/29/2024","184.00","184.00","184.00","184.00","227.65K","0.00%"
"10/28/2024","184.00","184.00","184.00","184.00","310.69K","0.00%"
"10/25/2024","184.00","188.50","184.00","184.00","526.68K","-2.39%"
"10/24/2024","188.50","188.50","188.50","188.50","2.83M","0.00%"
"10/23/2024","188.50","188.50","188.50","188.50","1.41M","0.00%"
"10/22/2024","188.50","188.50","188.50","188.50","308.66K","0.00%"
"10/21/2024","188.50","191.00","188.50","188.50","903.11K","-1.31%"
"10/18/2024","191.00","191.00","191.00","191.00","459.30K","0.00%"
"10/17/2024","191.00","191.00","191.00","191.00","1.36M","0.00%"
"10/16/2024","191.00","191.00","191.00","191.00","210.00K","0.00%"
"10/15/2024","191.00","191.00","191.00","191.00","303.54K","0.00%"
"10/14/2024","191.00","191.00","191.00","191.00","153.17K","0.00%"
"10/11/2024","191.00","190.00","191.00","191.00","1.01M","0.53%"
"10/10/2024","190.00","190.00","190.00","190.00","387.85K","0.00%"
"10/09/2024","190.00","190.00","190.00","190.00","344.46K","0.00%"
"10/08/2024","190.00","191.10","190.00","190.00","775.62K","-0.58%"
"10/07/2024","191.10","190.30","191.10","191.10","415.19K","0.42%"
"10/04/2024","190.30","190.30","190.30","190.30","145.88K","0.00%"
"10/03/2024","190.30","190.00","190.30","190.30","617.88K","0.16%"
"10/02/2024","190.00","191.00","190.00","190.00","1.78M","-0.52%"
"09/30/2024","191.00","191.00","191.00","191.00","346.30K","0.00%"
"09/27/2024","191.00","191.00","191.00","191.00","185.84K","0.00%"
"09/26/2024","191.00","199.80","191.00","191.00","404.98K","-4.40%"
"09/25/2024","199.80","199.80","199.80","199.80","348.58K","0.00%"
"09/24/2024","199.80","199.80","199.80","199.80","540.56K","0.00%"
"09/23/2024","199.80","199.80","199.80","199.80","372.47K","0.00%"
"09/20/2024","199.80","192.00","199.80","197.00","2.25M","4.06%"
"09/19/2024","192.00","192.00","192.00","192.00","690.44K","0.00%"
"09/18/2024","192.00","192.20","192.00","192.00","1.81M","-0.10%"
"09/17/2024","192.20","192.20","192.20","192.20","425.67K","0.00%"
"09/13/2024","192.20","192.50","192.20","192.20","1.88M","-0.16%"
"09/12/2024","192.50","192.50","192.50","192.50","2.30M","0.00%"
"09/11/2024","192.50","192.50","192.50","192.50","1.33M","0.00%"
"09/10/2024","192.50","179.00","192.50","180.00","2.74M","7.54%"
"09/09/2024","179.00","179.00","179.00","179.00","4.19M","0.00%"
"09/06/2024","179.00","180.00","179.00","179.00","690.40K","-0.56%"
"09/05/2024","180.00","180.00","180.00","180.00","715.02K","0.00%"
"09/04/2024","180.00","180.00","180.00","180.00","1.08M","0.00%"
"09/03/2024","180.00","180.00","180.00","180.00","997.62K","0.00%"
"09/02/2024","180.00","180.00","180.00","180.00","4.66M","0.00%"
"08/30/2024","180.00","184.00","180.00","180.00","1.22M","-2.17%"
"08/29/2024","184.00","184.00","184.00","184.00","1.59M","0.00%"
"08/28/2024","184.00","199.80","187.80","184.00","1.48M","-7.91%"
"08/27/2024","199.80","199.80","199.80","199.80","347.97K","0.00%"
"08/26/2024","199.80","199.80","199.80","199.80","483.50K","0.00%"
"08/23/2024","199.80","199.80","199.80","199.80","1.51M","0.00%"
"08/22/2024","199.80","199.80","199.80","199.80","763.03K","0.00%"
"08/21/2024","199.80","199.80","199.80","199.80","427.91K","0.00%"
"08/20/2024","199.80","199.80","199.80","199.80","552.69K","0.00%"
"08/19/2024","199.80","199.80","199.80","199.80","520.29K","0.00%"
"08/16/2024","199.80","199.80","199.80","199.80","396.12K","0.00%"
"08/15/2024","199.80","199.80","199.80","199.80","403.13K","0.00%"
"08/14/2024","199.80","199.80","199.80","199.80","879.40K","0.00%"
"08/13/2024","199.80","199.80","199.80","199.80","1.08M","0.00%"
"08/12/2024","199.80","199.80","199.80","199.80","566.94K","0.00%"
"08/09/2024","199.80","198.00","199.80","199.80","1.73M","0.91%"
"08/08/2024","198.00","180.00","198.00","185.00","1.89M","10.00%"
"08/07/2024","180.00","179.50","180.00","180.00","2.25M","0.28%"
"08/06/2024","179.50","178.70","179.50","179.50","1.73M","0.45%"
"08/05/2024","178.70","190.00","180.00","178.70","6.47M","-5.95%"
"08/02/2024","190.00","190.00","190.00","171.00","2.48M","0.00%"
"08/01/2024","190.00","200.00","190.00","190.00","797.71K","-5.00%"
"07/31/2024","200.00","200.00","200.00","180.00","1.03M","0.00%"
"07/30/2024","200.00","200.00","198.90","193.00","421.35K","0.00%"
"07/29/2024","200.00","200.00","200.00","193.00","306.67K","0.00%"
"07/26/2024","200.00","200.00","200.00","196.00","1.21M","0.00%"
"07/25/2024","200.00","200.00","200.00","196.20","263.00K","0.00%"
"07/24/2024","200.00","200.00","200.00","197.00","422.25K","0.00%"
"07/23/2024","200.00","200.00","202.20","197.00","598.59K","0.00%"
"07/22/2024","200.00","200.00","202.10","196.10","1.17M","0.00%"
"07/19/2024","200.00","196.10","200.00","199.90","1.48M","1.99%"
"07/18/2024","196.10","196.10","200.00","194.00","396.39K","0.00%"
"07/17/2024","196.10","203.00","196.10","195.00","2.35M","-3.40%"
"07/16/2024","203.00","203.00","207.00","201.00","394.36K","0.00%"
"07/15/2024","203.00","200.00","203.50","203.00","1.16M","1.50%"
"07/12/2024","200.00","200.00","200.00","200.00","1.26M","0.00%"
"07/11/2024","200.00","200.00","206.50","201.00","130.66K","0.00%"
"07/10/2024","200.00","200.00","207.00","200.10","374.30K","0.00%"
"07/09/2024","200.00","200.00","207.40","200.60","301.07K","0.00%"
"07/08/2024","200.00","200.00","203.00","200.00","261.72K","0.00%"
"07/05/2024","200.00","200.00","208.00","200.00","431.12K","0.00%"
"07/04/2024","200.00","214.00","200.00","200.00","1.53M","-6.54%"
"07/03/2024","214.00","214.00","209.30","202.10","2.46M","0.00%"
"07/02/2024","214.00","214.00","214.00","200.10","337.04K","0.00%"
"07/01/2024","214.00","214.00","214.80","201.00","418.56K","0.00%"
"06/28/2024","214.00","200.00","214.00","200.00","4.32M","7.00%"
"06/27/2024","200.00","214.80","200.00","200.00","4.53M","-6.89%"
"06/26/2024","214.80","214.80","204.70","195.50","2.18M","0.00%"
"06/25/2024","214.80","214.80","206.90","199.00","2.99M","0.00%"
"06/24/2024","214.80","214.80","210.00","200.10","1.03M","0.00%"
"06/21/2024","214.80","214.80","215.00","202.30","1.86M","0.00%"
"06/20/2024","214.80","214.80","214.90","208.40","1.49M","0.00%"
"06/19/2024","214.80","220.70","214.80","214.80","2.82M","-2.67%"
"06/14/2024","220.70","220.70","221.90","212.20","315.65K","0.00%"
"06/13/2024","220.70","220.70","222.90","211.60","274.29K","0.00%"
"06/11/2024","220.70","230.00","220.70","220.70","266.08K","-4.04%"
"06/10/2024","230.00","230.00","225.00","217.00","140.06K","0.00%"
"06/07/2024","230.00","230.00","225.00","220.10","171.51K","0.00%"
"06/06/2024","230.00","230.00","223.90","211.50","574.37K","0.00%"
"06/05/2024","230.00","230.00","229.00","215.00","1.29M","0.00%"
"06/04/2024","230.00","230.00","230.00","216.40","608.03K","0.00%"
"06/03/2024","230.00","230.00","230.00","230.00","1.73M","0.00%"
"05/31/2024","230.00","230.50","230.00","230.00","2.92M","-0.22%"
"05/30/2024","230.50","230.50","228.00","223.10","543.31K","0.00%"
"05/29/2024","230.50","230.50","227.60","221.80","161.78K","0.00%"
"05/28/2024","230.50","230.50","232.60","223.00","193.76K","0.00%"
"05/27/2024","230.50","230.50","232.40","223.00","437.74K","0.00%"
"05/24/2024","230.50","230.50","233.60","223.00","277.64K","0.00%"
"05/23/2024","230.50","230.50","230.50","230.50","1.86M","0.00%"
"05/22/2024","230.50","230.50","234.90","220.20","78.49K","0.00%"
"05/21/2024","230.50","230.00","230.50","230.00","2.20M","0.22%"
"05/20/2024","230.00","224.00","230.00","230.00","2.09M","2.68%"
"05/17/2024","224.00","224.00","229.20","220.20","3.14M","0.00%"
"05/16/2024","224.00","224.00","226.00","220.10","787.42K","0.00%"
"05/15/2024","224.00","220.00","224.00","224.00","3.74M","1.82%"
"05/14/2024","220.00","220.00","220.00","220.00","1.37M","0.00%"
"05/13/2024","220.00","220.00","225.30","201.00","873.07K","0.00%"
"05/10/2024","220.00","220.00","220.00","220.00","2.38M","0.00%"
"05/09/2024","220.00","220.00","220.00","220.00","3.43M","0.00%"
"05/08/2024","220.00","215.00","220.00","215.00","11.87M","2.33%"
"05/07/2024","215.00","215.50","215.00","214.00","1.53M","-0.23%"
"05/06/2024","215.50","215.00","215.50","215.00","1.90M","0.23%"
"05/03/2024","215.00","210.00","215.00","215.00","933.85K","2.38%"
"05/02/2024","210.00","210.00","219.80","213.10","149.75K","0.00%"
"04/30/2024","210.00","202.00","210.00","208.00","1.31M","3.96%"
"04/29/2024","202.00","202.00","210.00","206.10","404.96K","0.00%"
"04/26/2024","202.00","202.00","219.90","204.40","615.11K","0.00%"
"04/25/2024","202.00","201.60","202.00","200.00","5.17M","0.20%"
"04/24/2024","201.60","224.00","201.60","201.60","2.78M","-10.00%"
"04/23/2024","224.00","224.00","207.90","201.60","552.24K","0.00%"
"04/22/2024","224.00","224.00","214.90","203.20","227.61K","0.00%"
"04/19/2024","224.00","224.00","220.70","205.10","246.77K","0.00%"
"04/18/2024","224.00","224.00","223.00","215.10","206.60K","0.00%"
"04/17/2024","224.00","224.00","223.00","206.00","1.16M","0.00%"
"04/16/2024","224.00","227.00","225.00","224.00","3.98M","-1.32%"
"04/15/2024","227.00","227.00","227.00","227.00","5.16M","0.00%"
"04/12/2024","227.00","227.00","227.00","227.00","9.35M","0.00%"
"04/08/2024","227.00","227.00","227.00","227.00","3.98M","0.00%"
"04/05/2024","227.00","229.00","230.00","227.00","5.74M","-0.87%"
"04/04/2024","229.00","232.00","229.00","229.00","1.84M","-1.29%"
"04/03/2024","232.00","232.00","232.00","225.00","1.31M","0.00%"
"04/02/2024","232.00","232.00","235.00","220.00","203.03K","0.00%"
"03/28/2024","232.00","229.90","232.00","229.90","3.21M","0.91%"
"03/27/2024","229.90","231.00","231.00","229.90","2.63M","-0.48%"
"03/26/2024","231.00","235.00","231.00","230.00","5.25M","-1.70%"
"03/25/2024","235.00","235.00","238.00","235.00","11.06M","0.00%"
"03/22/2024","235.00","235.00","235.00","235.00","1.49M","0.00%"
"03/21/2024","235.00","240.00","235.00","235.00","728.42K","-2.08%"
"03/20/2024","240.00","240.00","240.00","230.10","381.59K","0.00%"
"03/19/2024","240.00","247.50","240.00","240.00","2.84M","-3.03%"
"03/18/2024","247.50","267.80","248.00","247.50","1.61M","-7.58%"
"03/15/2024","267.80","248.00","267.80","267.80","2.04M","7.98%"
"03/14/2024","248.00","249.00","249.00","248.00","3.21M","-0.40%"
